Description,Exchange_Name,Commodity_Indicator,Product_Description,Future_Option_Indicator,CME__Globex__Volume,Pit_Volume,ExPit_Volume,OTC_Volume,Total_Volume,MTD_ADV,Open_Interest,trade_date
EQUITY INDEX,Chicago Mercantile Exchange (STATS),R1E,E-MINI RUSSELL WEEK 1 PUT OPT,O,349.0,0.0,0.0,0.0,349.0,349.0,258.0,20200102
EQUITY INDEX,Chicago Mercantile Exchange (STATS),NQ,E-MINI NASDAQ 100 CALL,O,348.0,0.0,0.0,0.0,348.0,348.0,4549.0,20200102
EQUITY INDEX,Chicago Mercantile Exchange (STATS),XAI,E-mini S&P INDUS F XAI FUTURE,F,299.0,0.0,0.0,0.0,299.0,299.0,7621.0,20200102
EQUITY INDEX,Chicago Mercantile Exchange (STATS),QNE,E-MINI NASDAQ 100 END OF MONTH PUT,O,253.0,0.0,0.0,0.0,253.0,253.0,2158.0,20200102
EQUITY INDEX,Chicago Mercantile Exchange (STATS),XAZ,E-MINI COM SERVICES SELECT SECTOR FUTURE,F,39.0,0.0,0.0,209.0,248.0,248.0,5995.0,20200102
EQUITY INDEX,Chicago Mercantile Exchange (STATS),R2E,E-MINI RUSSELL WEEK 2 CALL OPT,O,231.0,0.0,0.0,0.0,231.0,231.0,295.0,20200102
EQUITY INDEX,Chicago Mercantile Exchange (STATS),XAR,REAL ESTATE SELECT SECTOR FUTURES,F,110.0,0.0,0.0,114.0,224.0,224.0,4955.0,20200102
EQUITY INDEX,Chicago Mercantile Exchange (STATS),XAY,E-mini S&P DISCRNY F XAY FUTURE,F,215.0,0.0,0.0,0.0,215.0,215.0,4302.0,20200102
EQUITY INDEX,Chicago Mercantile Exchange (STATS),QNE,E-MINI NASDAQ 100 END OF MONTH CALL,O,193.0,0.0,0.0,0.0,193.0,193.0,1680.0,20200102
EQUITY INDEX,Chicago Mercantile Exchange (STATS),QN4,E-MINI NASDAQ 100 WKLY FOUR CALL,O,189.0,0.0,0.0,0.0,189.0,189.0,649.0,20200102
EQUITY INDEX,Chicago Mercantile Exchange (STATS),RS1,EMINI RUSSELL 1000 INDEX FUTURE,F,163.0,0.0,0.0,0.0,163.0,163.0,7943.0,20200102
EQUITY INDEX,Chicago Mercantile Exchange (STATS),R2E,E-MINI RUSSELL WEEK 2 PUT OPT,O,123.0,0.0,0.0,0.0,123.0,123.0,443.0,20200102
EQUITY INDEX,Chicago Mercantile Exchange (STATS),RTO,E-MINI RUSSELL 2000 PUT OPTIONS,O,79.0,0.0,0.0,0.0,79.0,79.0,4024.0,20200102
EQUITY INDEX,Chicago Mercantile Exchange (STATS),QN4,E-MINI NASDAQ 100 WKLY FOUR PUT,O,71.0,0.0,0.0,0.0,71.0,71.0,965.0,20200102
EQUITY INDEX,Chicago Mercantile Exchange (STATS),RSG,EMINI RUSSELL 1000 GROWTH FUTURE,F,64.0,0.0,0.0,0.0,64.0,64.0,3937.0,20200102
EQUITY INDEX,Chicago Board of Trade (STATS),YM3,EOW3 MINI $5 DOW CALL,O,47.0,0.0,0.0,0.0,47.0,47.0,277.0,20200102
EQUITY INDEX,Chicago Mercantile Exchange (STATS),GI,GSCI FUTURE,F,40.0,0.0,0.0,0.0,40.0,40.0,9431.0,20200102
EQUITY INDEX,Chicago Mercantile Exchange (STATS),RTM,E-MINI RUSSELL END OF MONTH CALL OPT,O,38.0,0.0,0.0,0.0,38.0,38.0,1191.0,20200102
EQUITY INDEX,Chicago Mercantile Exchange (STATS),IBV,USD-DENOMINATED IBOVESPA FUTURE,F,31.0,0.0,0.0,0.0,31.0,31.0,126.0,20200102
EQUITY INDEX,Chicago Mercantile Exchange (STATS),RTM,E-MINI RUSSELL END OF MONTH PUT OPT,O,25.0,0.0,0.0,0.0,25.0,25.0,1143.0,20200102
EQUITY INDEX,Chicago Board of Trade (STATS),YM3,EOW3 MINI $5 DOW PUT,O,17.0,0.0,0.0,0.0,17.0,17.0,119.0,20200102
EQUITY INDEX,Chicago Mercantile Exchange (STATS),RTO,E-MINI RUSSELL 2000 CALL OPTIONS,O,17.0,0.0,0.0,0.0,17.0,17.0,1262.0,20200102
EQUITY INDEX,Chicago Mercantile Exchange (STATS),EV,EOM S&P 500 CALL,O,0.0,10.0,0.0,0.0,10.0,10.0,3496.0,20200102
EQUITY INDEX,Chicago Board of Trade (STATS),YM,MINI $5 DOW PUT,O,8.0,0.0,0.0,0.0,8.0,8.0,340.0,20200102
EQUITY INDEX,Chicago Mercantile Exchange (STATS),EI,FTSE EMERGING INDEX FUTURES,F,6.0,0.0,0.0,0.0,6.0,6.0,30.0,20200102
EQUITY INDEX,Chicago Mercantile Exchange (STATS),SDA,S&P 500 ANNUAL DIVIDEND INDEX FUT,F,6.0,0.0,0.0,0.0,6.0,6.0,80536.0,20200102
EQUITY INDEX,Chicago Board of Trade (STATS),YM,MINI $5 DOW CALL,O,4.0,0.0,0.0,0.0,4.0,4.0,359.0,20200102
EQUITY INDEX,Chicago Mercantile Exchange (STATS),R4E,E-MINI RUSSELL WEEK 4 PUT OPT,O,2.0,0.0,0.0,0.0,2.0,2.0,14.0,20200102
EQUITY INDEX,Chicago Mercantile Exchange (STATS),R4E,E-MINI RUSSELL WEEK 4 CALL OPT,O,1.0,0.0,0.0,0.0,1.0,1.0,7.0,20200102
EQUITY INDEX,Chicago Board of Trade (STATS),DRS,BLOOMBERG ROLL SELECT COMMODITY INDEX FUTURES,F,0.0,0.0,0.0,0.0,0.0,0.0,1334.0,20200102
EQUITY INDEX,Chicago Board of Trade (STATS),EYM,EOM MINI $5 DOW CALL,O,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20200102
EQUITY INDEX,Chicago Board of Trade (STATS),EYM,EOM MINI $5 DOW PUT,O,0.0,0.0,0.0,0.0,0.0,0.0,21.0,20200102
EQUITY INDEX,Chicago Board of Trade (STATS),YM1,EOW1 MINI $5 DOW CALL,O,0.0,0.0,0.0,0.0,0.0,0.0,3.0,20200102
EQUITY INDEX,Chicago Board of Trade (STATS),YM1,EOW1 MINI $5 DOW PUT,O,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20200102
EQUITY INDEX,Chicago Mercantile Exchange (STATS),BOS,BOSTON HOUSING FUTURES,F,0.0,0.0,0.0,0.0,0.0,0.0,8.0,20200102
EQUITY INDEX,Chicago Mercantile Exchange (STATS),BQ,E-MINI NASDAQ BIOTECH FUTURE,F,0.0,0.0,0.0,0.0,0.0,0.0,84.0,20200102
EQUITY INDEX,Chicago Mercantile Exchange (STATS),CHI,CHICAGO HOUSING FUTURES,F,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20200102
EQUITY INDEX,Chicago Mercantile Exchange (STATS),CUS,CSI HOUSING INDEX FUTURE,F,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20200102
EQUITY INDEX,Chicago Mercantile Exchange (STATS),CUS,CSI HOUSING INDEX PUT,O,0.0,0.0,0.0,0.0,0.0,0.0,4.0,20200102
EQUITY INDEX,Chicago Mercantile Exchange (STATS),DEN,DENVER HOUSING FUTURES,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20200102
EQUITY INDEX,Chicago Mercantile Exchange (STATS),LAV,LAS VEGAS HOUSING FUTURES,F,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20200102
EQUITY INDEX,Chicago Mercantile Exchange (STATS),LAX,LOS ANGELES HOUSING FUTURES,F,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20200102
EQUITY INDEX,Chicago Mercantile Exchange (STATS),MIA,MIAMI HOUSING PUT,O,0.0,0.0,0.0,0.0,0.0,0.0,3.0,20200102
EQUITY INDEX,Chicago Mercantile Exchange (STATS),NYM,NEW YORK HOUSING FUTURES,F,0.0,0.0,0.0,0.0,0.0,0.0,11.0,20200102
EQUITY INDEX,Chicago Mercantile Exchange (STATS),SDI,S&P 500 QUARLY DIVIDEND INDEX FUT,F,0.0,0.0,0.0,0.0,0.0,0.0,998.0,20200102
EQUITY INDEX,Chicago Mercantile Exchange (STATS),SFR,SAN FRANCISCO HOUSING FUTURES,F,0.0,0.0,0.0,0.0,0.0,0.0,16.0,20200102
EQUITY INDEX,Chicago Mercantile Exchange (STATS),SG,S&P 500/CITIGROUP GROWTH FUTURE,F,0.0,0.0,0.0,0.0,0.0,0.0,6.0,20200102
EQUITY INDEX,Chicago Mercantile Exchange (STATS),SU,S&P 500/CITIGROUP VALUE FUTURE,F,0.0,0.0,0.0,0.0,0.0,0.0,8.0,20200102
EQUITY INDEX,Chicago Mercantile Exchange (STATS),TPY,YEN DENOMINATED TOPIX FUTURES,F,0.0,0.0,0.0,0.0,0.0,0.0,345.0,20200102
EQUITY INDEX,Chicago Mercantile Exchange (STATS),TRI,S&P 500 TOTAL RETURN INDEX FUTURES,F,0.0,0.0,0.0,0.0,0.0,0.0,229676.0,20200102
EQUITY INDEX,Chicago Mercantile Exchange (STATS),WDC,WASHINGTON D.C. HOUSING FUTURES,F,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20200102
EQUITY INDEX,Chicago Mercantile Exchange (STATS),YP,S&P 500 EFLEX CALL,O,0.0,0.0,0.0,0.0,0.0,0.0,2180.0,20200102
EQUITY INDEX,Chicago Mercantile Exchange (STATS),YP,S&P 500 EFLEX PUT,O,0.0,0.0,0.0,0.0,0.0,0.0,2180.0,20200102
EQUITY INDEX,CME Group OTC (STATS),RRE,S&P GSCI ENHANCED ER SWAP,F,0.0,0.0,,0.0,0.0,0.0,3762.0,20200102
FX,Chicago Mercantile Exchange (STATS),EC,EURO FX FUTURE,F,180880.0,0.0,0.0,3.0,180883.0,180883.0,556589.0,20200102
FX,Chicago Mercantile Exchange (STATS),J1,JAPANESE YEN FUTURE,F,111154.0,0.0,0.0,153.0,111307.0,111307.0,169589.0,20200102
FX,Chicago Mercantile Exchange (STATS),AD,AUSTRALIAN DOLLAR FUTURE,F,105212.0,0.0,0.0,181.0,105393.0,105393.0,161519.0,20200102
FX,Chicago Mercantile Exchange (STATS),BP,BRITISH POUND FUTURE,F,104917.0,0.0,0.0,28.0,104945.0,104945.0,203343.0,20200102
FX,Chicago Mercantile Exchange (STATS),C1,CANADIAN DOLLAR FUTURE,F,85019.0,0.0,0.0,75.0,85094.0,85094.0,181354.0,20200102
FX,Chicago Mercantile Exchange (STATS),E1,SWISS FRANC FUTURE,F,34150.0,0.0,0.0,61.0,34211.0,34211.0,55308.0,20200102
FX,Chicago Mercantile Exchange (STATS),MP,MEXICAN PESO FUTURE,F,30480.0,0.0,0.0,0.0,30480.0,30480.0,277241.0,20200102
FX,Chicago Mercantile Exchange (STATS),NE,NEW ZEALAND DOLLAR FUTURE,F,26316.0,0.0,0.0,0.0,26316.0,26316.0,47746.0,20200102
FX,Chicago Mercantile Exchange (STATS),EUU,EUR/USD MONTHLY OPTIONS ,O,17672.0,10.0,0.0,0.0,17682.0,17682.0,184842.0,20200102
FX,Chicago Mercantile Exchange (STATS),GBU,GBP/USD MONTHLY OPTIONS ,O,10174.0,0.0,0.0,0.0,10174.0,10174.0,108512.0,20200102
FX,Chicago Mercantile Exchange (STATS),M6E,MICRO EUR/USD FUTURE,F,8720.0,0.0,0.0,0.0,8720.0,8720.0,7628.0,20200102
FX,Chicago Mercantile Exchange (STATS),JPU,JPY/USD MONTHLY OPTIONS ,O,8498.0,0.0,0.0,0.0,8498.0,8498.0,91846.0,20200102
FX,Chicago Mercantile Exchange (STATS),BR,BRAZILIAN REAL FUTURE,F,6320.0,0.0,0.0,0.0,6320.0,6320.0,34941.0,20200102
FX,Chicago Mercantile Exchange (STATS),M6A,MICRO AUD/USD FUTURE,F,3635.0,0.0,0.0,0.0,3635.0,3635.0,5462.0,20200102
FX,Chicago Mercantile Exchange (STATS),E7,E-MINI EURO FX FUTURE,F,3379.0,0.0,0.0,0.0,3379.0,3379.0,15968.0,20200102
FX,Chicago Mercantile Exchange (STATS),ADU,AUD/USD MONTHLY OPTIONS ,O,3199.0,0.0,0.0,0.0,3199.0,3199.0,56216.0,20200102
FX,Chicago Mercantile Exchange (STATS),CAU,CAD/USD MONTHLY OPTIONS ,O,2659.0,110.0,0.0,0.0,2769.0,2769.0,53123.0,20200102
FX,Chicago Mercantile Exchange (STATS),M6B,MICRO GBP/USD FUTURE,F,2062.0,0.0,0.0,0.0,2062.0,2062.0,2283.0,20200102
FX,Chicago Mercantile Exchange (STATS),RY,EC/JY CROSS RT FUTURE,F,1724.0,0.0,0.0,0.0,1724.0,1724.0,22981.0,20200102
FX,Chicago Mercantile Exchange (STATS),RA,SOUTH AFRICAN RAND FUTURE,F,1672.0,0.0,0.0,0.0,1672.0,1672.0,18635.0,20200102
FX,Chicago Mercantile Exchange (STATS),RP,EC/BP CROSS RT FUTURE,F,1523.0,0.0,0.0,0.0,1523.0,1523.0,23679.0,20200102
FX,Chicago Mercantile Exchange (STATS),MCD,MICRO CAD/USD FUTURE,F,1482.0,0.0,0.0,0.0,1482.0,1482.0,2535.0,20200102
FX,Chicago Mercantile Exchange (STATS),RU,RUSSIAN RUBLE FUTURE,F,1445.0,0.0,0.0,0.0,1445.0,1445.0,56956.0,20200102
FX,Chicago Mercantile Exchange (STATS),2EU,EUR/USD WEEKLY FRIDAY OPTIONS - WK 2,O,906.0,0.0,0.0,0.0,906.0,906.0,8058.0,20200102
FX,Chicago Mercantile Exchange (STATS),WJ2,JPY/USD WEEKLY WEDNESDAY OPTIONS - WK 2,O,818.0,0.0,0.0,0.0,818.0,818.0,2867.0,20200102
FX,Chicago Mercantile Exchange (STATS),RF,EC/SF CROSS RT FUTURE,F,762.0,0.0,0.0,50.0,812.0,812.0,9918.0,20200102
FX,Chicago Mercantile Exchange (STATS),CHU,CHF/USD MONTHLY OPTIONS ,O,771.0,0.0,0.0,0.0,771.0,771.0,9192.0,20200102
FX,Chicago Mercantile Exchange (STATS),SE,SEK FUTURE,F,624.0,0.0,0.0,105.0,729.0,729.0,1634.0,20200102
FX,Chicago Mercantile Exchange (STATS),2JY,JPY/USD WEEKLY FRIDAY OPTIONS - WK 2,O,687.0,0.0,0.0,0.0,687.0,687.0,6114.0,20200102
FX,Chicago Mercantile Exchange (STATS),CNH,USD/OFFSHORE RMB (CNH) FUTURE,F,668.0,0.0,0.0,0.0,668.0,668.0,1608.0,20200102
FX,Chicago Mercantile Exchange (STATS),2CD,CAD/USD WEEKLY FRIDAY OPTIONS - WK 2,O,641.0,0.0,0.0,0.0,641.0,641.0,5720.0,20200102
FX,Chicago Mercantile Exchange (STATS),WE2,EUR/USD WEEKLY WEDNESDAY OPTIONS - WK 2,O,596.0,0.0,0.0,0.0,596.0,596.0,2957.0,20200102
FX,Chicago Mercantile Exchange (STATS),3CD,CAD/USD WEEKLY FRIDAY OPTIONS - WK 3,O,572.0,0.0,0.0,0.0,572.0,572.0,2181.0,20200102
FX,Chicago Mercantile Exchange (STATS),5CD,CAD/USD WEEKLY FRIDAY OPTIONS - WK 5,O,571.0,0.0,0.0,0.0,571.0,571.0,1255.0,20200102
FX,Chicago Mercantile Exchange (STATS),4BP,GBP/USD WEEKLY FRIDAY OPTIONS - WK 4,O,520.0,0.0,0.0,0.0,520.0,520.0,1217.0,20200102
FX,Chicago Mercantile Exchange (STATS),WG2,GBP/USD WEEKLY WEDNESDAY OPTIONS - WK 2,O,515.0,0.0,0.0,0.0,515.0,515.0,796.0,20200102
FX,Chicago Mercantile Exchange (STATS),5BP,GBP/USD WEEKLY FRIDAY OPTIONS - WK 5,O,514.0,0.0,0.0,0.0,514.0,514.0,538.0,20200102
FX,Chicago Mercantile Exchange (STATS),MJY,MICRO JPY/USD FUTURE,F,510.0,0.0,0.0,0.0,510.0,510.0,918.0,20200102
FX,Chicago Mercantile Exchange (STATS),UN,NOK FUTURE,F,460.0,0.0,0.0,23.0,483.0,483.0,2520.0,20200102
FX,Chicago Mercantile Exchange (STATS),SIR,INR/USD FUTURE,F,434.0,0.0,0.0,0.0,434.0,434.0,1778.0,20200102
FX,Chicago Mercantile Exchange (STATS),MSF,MICRO CHF/USD FUTURE,F,398.0,0.0,0.0,0.0,398.0,398.0,514.0,20200102
FX,Chicago Mercantile Exchange (STATS),WA4,AUD/USD WEEKLY WEDNESDAY OPTIONS - WK 4,O,330.0,0.0,0.0,0.0,330.0,330.0,330.0,20200102
FX,Chicago Mercantile Exchange (STATS),WE4,EUR/USD WEEKLY WEDNESDAY OPTIONS - WK 4,O,312.0,0.0,0.0,0.0,312.0,312.0,1271.0,20200102
FX,Chicago Mercantile Exchange (STATS),5AD,AUD/USD WEEKLY FRIDAY OPTIONS - WK 5,O,258.0,0.0,0.0,0.0,258.0,258.0,318.0,20200102
FX,Chicago Mercantile Exchange (STATS),WJ5,JPY/USD WEEKLY WEDNESDAY OPTIONS - WK 5,O,255.0,0.0,0.0,0.0,255.0,255.0,255.0,20200102
FX,Chicago Mercantile Exchange (STATS),J7,E-MINI JAPANESE YEN FUTURE,F,254.0,0.0,0.0,0.0,254.0,254.0,312.0,20200102
FX,Chicago Mercantile Exchange (STATS),2AD,AUD/USD WEEKLY FRIDAY OPTIONS - WK 2,O,247.0,0.0,0.0,0.0,247.0,247.0,6357.0,20200102
FX,Chicago Mercantile Exchange (STATS),3EU,EUR/USD WEEKLY FRIDAY OPTIONS - WK 3,O,242.0,0.0,0.0,0.0,242.0,242.0,2638.0,20200102
FX,Chicago Mercantile Exchange (STATS),WA2,AUD/USD WEEKLY WEDNESDAY OPTIONS - WK 2,O,229.0,0.0,0.0,0.0,229.0,229.0,1334.0,20200102
FX,Chicago Mercantile Exchange (STATS),4AD,AUD/USD WEEKLY FRIDAY OPTIONS - WK 4,O,200.0,0.0,0.0,0.0,200.0,200.0,807.0,20200102
FX,Chicago Mercantile Exchange (STATS),NE,NZD/USD MONTHLY OPTIONS,O,200.0,0.0,0.0,0.0,200.0,200.0,1633.0,20200102
FX,Chicago Mercantile Exchange (STATS),WE3,EUR/USD WEEKLY WEDNESDAY OPTIONS - WK 3,O,178.0,0.0,0.0,0.0,178.0,178.0,1108.0,20200102
FX,Chicago Mercantile Exchange (STATS),MIR,MICRO INR/USD FUTURE,F,161.0,0.0,0.0,0.0,161.0,161.0,258.0,20200102
FX,Chicago Mercantile Exchange (STATS),4EU,EUR/USD WEEKLY FRIDAY OPTIONS - WK 4,O,113.0,0.0,0.0,0.0,113.0,113.0,2209.0,20200102
FX,Chicago Mercantile Exchange (STATS),WD2,CAD/USD WEEKLY WEDNESDAY OPTIONS - WK 2,O,113.0,0.0,0.0,0.0,113.0,113.0,2084.0,20200102
FX,Chicago Mercantile Exchange (STATS),WG3,GBP/USD WEEKLY WEDNESDAY OPTIONS - WK 3,O,113.0,0.0,0.0,0.0,113.0,113.0,640.0,20200102
FX,Chicago Mercantile Exchange (STATS),CA,EC/AD CROSS RT FUTURE,F,111.0,0.0,0.0,0.0,111.0,111.0,1286.0,20200102
FX,Chicago Mercantile Exchange (STATS),2BP,GBP/USD WEEKLY FRIDAY OPTIONS - WK 2,O,99.0,0.0,0.0,0.0,99.0,99.0,2151.0,20200102
FX,Chicago Mercantile Exchange (STATS),KE,EC/SEK CROSS RT FUTURE,F,66.0,0.0,0.0,0.0,66.0,66.0,681.0,20200102
FX,Chicago Mercantile Exchange (STATS),BY,BP/JY CROSS RT FUTURE,F,52.0,0.0,0.0,0.0,52.0,52.0,1050.0,20200102
FX,Chicago Mercantile Exchange (STATS),3AD,AUD/USD WEEKLY FRIDAY OPTIONS - WK 3,O,32.0,0.0,0.0,0.0,32.0,32.0,2377.0,20200102
FX,Chicago Mercantile Exchange (STATS),AJ,AD/JY CROSS RT FUTURE,F,32.0,0.0,0.0,0.0,32.0,32.0,450.0,20200102
FX,Chicago Mercantile Exchange (STATS),MP,MXN/USD MONTHLY OPTIONS,O,29.0,0.0,0.0,0.0,29.0,29.0,1096.0,20200102
FX,Chicago Mercantile Exchange (STATS),KRW,KOREAN WON FUTURE,F,27.0,0.0,0.0,0.0,27.0,27.0,779.0,20200102
FX,Chicago Mercantile Exchange (STATS),2SF,CHF/USD WEEKLY FRIDAY OPTIONS - WK 2,O,26.0,0.0,0.0,0.0,26.0,26.0,30.0,20200102
FX,Chicago Mercantile Exchange (STATS),CC,EC/CD CROSS RT FUTURE,F,26.0,0.0,0.0,0.0,26.0,26.0,2607.0,20200102
FX,Chicago Mercantile Exchange (STATS),WE5,EUR/USD WEEKLY WEDNESDAY OPTIONS - WK 5,O,26.0,0.0,0.0,0.0,26.0,26.0,26.0,20200102
FX,Chicago Mercantile Exchange (STATS),WD3,CAD/USD WEEKLY WEDNESDAY OPTIONS - WK 3,O,24.0,0.0,0.0,0.0,24.0,24.0,386.0,20200102
FX,Chicago Mercantile Exchange (STATS),WG4,GBP/USD WEEKLY WEDNESDAY OPTIONS - WK 4,O,23.0,0.0,0.0,0.0,23.0,23.0,23.0,20200102
FX,Chicago Mercantile Exchange (STATS),BF,BP/SF CROSS RT FUTURE,F,22.0,0.0,0.0,0.0,22.0,22.0,27.0,20200102
FX,Chicago Mercantile Exchange (STATS),PZ,POLISH ZLOTY (US) FUTURE,F,22.0,0.0,0.0,0.0,22.0,22.0,63.0,20200102
FX,Chicago Mercantile Exchange (STATS),5JY,JPY/USD WEEKLY FRIDAY OPTIONS - WK 5,O,20.0,0.0,0.0,0.0,20.0,20.0,109.0,20200102
FX,Chicago Mercantile Exchange (STATS),WD4,CAD/USD WEEKLY WEDNESDAY OPTIONS - WK 4,O,18.0,0.0,0.0,0.0,18.0,18.0,18.0,20200102
FX,Chicago Mercantile Exchange (STATS),CN,EC/NOK CROSS RT FUTURE,F,12.0,0.0,0.0,0.0,12.0,12.0,141.0,20200102
FX,Chicago Mercantile Exchange (STATS),3JY,JPY/USD WEEKLY FRIDAY OPTIONS - WK 3,O,11.0,0.0,0.0,0.0,11.0,11.0,1918.0,20200102
FX,Chicago Mercantile Exchange (STATS),SJ,SF/JY CROSS RT FUTURE,F,7.0,0.0,0.0,0.0,7.0,7.0,18.0,20200102
FX,Chicago Mercantile Exchange (STATS),3BP,GBP/USD WEEKLY FRIDAY OPTIONS - WK 3,O,3.0,0.0,0.0,0.0,3.0,3.0,1702.0,20200102
FX,Chicago Mercantile Exchange (STATS),WJ3,JPY/USD WEEKLY WEDNESDAY OPTIONS - WK 3,O,3.0,0.0,0.0,0.0,3.0,3.0,213.0,20200102
FX,Chicago Mercantile Exchange (STATS),4SF,CHF/USD WEEKLY FRIDAY OPTIONS - WK 4,O,2.0,0.0,0.0,0.0,2.0,2.0,23.0,20200102
FX,Chicago Mercantile Exchange (STATS),5EU,EUR/USD WEEKLY FRIDAY OPTIONS - WK 5,O,2.0,0.0,0.0,0.0,2.0,2.0,125.0,20200102
FX,Chicago Mercantile Exchange (STATS),FR,HUNGARIAN FORINT (US) FUTURE,F,2.0,0.0,0.0,0.0,2.0,2.0,20.0,20200102
FX,Chicago Mercantile Exchange (STATS),WA3,AUD/USD WEEKLY WEDNESDAY OPTIONS - WK 3,O,2.0,0.0,0.0,0.0,2.0,2.0,152.0,20200102
FX,Chicago Mercantile Exchange (STATS),4CD,CAD/USD WEEKLY FRIDAY OPTIONS - WK 4,O,1.0,0.0,0.0,0.0,1.0,1.0,931.0,20200102
FX,Chicago Mercantile Exchange (STATS),4JY,JPY/USD WEEKLY FRIDAY OPTIONS - WK 4,O,1.0,0.0,0.0,0.0,1.0,1.0,1266.0,20200102
FX,Chicago Mercantile Exchange (STATS),AN,AD/NE CROSS RT FUTURE,F,1.0,0.0,0.0,0.0,1.0,1.0,89.0,20200102
FX,Chicago Mercantile Exchange (STATS),2Z,NZD/USD WEEKLY FRIDAY OPTIONS - WK 2,O,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20200102
FX,Chicago Mercantile Exchange (STATS),3SF,CHF/USD WEEKLY FRIDAY OPTIONS - WK 3,O,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20200102
FX,Chicago Mercantile Exchange (STATS),AC,AD/CD CROSS RT FUTURE,F,0.0,0.0,0.0,0.0,0.0,0.0,8.0,20200102
FX,Chicago Mercantile Exchange (STATS),CY,CD/JY CROSS RT FUTURE,F,0.0,0.0,0.0,0.0,0.0,0.0,84.0,20200102
FX,Chicago Mercantile Exchange (STATS),IS,ISRAELI SHEKEL FUTURE,F,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20200102
FX,Chicago Mercantile Exchange (STATS),K,CZECH KORUNA (EC) FUTURE,F,0.0,0.0,0.0,0.0,0.0,0.0,6.0,20200102
FX,Chicago Mercantile Exchange (STATS),RMB,CHINESE RENMINBI FUTURE,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20200102
FX,Chicago Mercantile Exchange (STATS),TRL,TURKISH LIRA/US DOLLAR (TRY/USD) FUTURE,F,0.0,0.0,0.0,0.0,0.0,0.0,1504.0,20200102
FX,Chicago Mercantile Exchange (STATS),WA1,AUD/USD WEEKLY WEDNESDAY OPTIONS - WK 1,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20200102
FX,Chicago Mercantile Exchange (STATS),WD1,CAD/USD WEEKLY WEDNESDAY OPTIONS - WK 1,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20200102
FX,Chicago Mercantile Exchange (STATS),WE1,EUR/USD WEEKLY WEDNESDAY OPTIONS - WK 1,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20200102
FX,Chicago Mercantile Exchange (STATS),WG1,GBP/USD WEEKLY WEDNESDAY OPTIONS - WK 1,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20200102
FX,Chicago Mercantile Exchange (STATS),WJ1,JPY/USD WEEKLY WEDNESDAY OPTIONS - WK 1,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20200102
FX,Chicago Mercantile Exchange (STATS),WJ4,JPY/USD WEEKLY WEDNESDAY OPTIONS - WK 4,O,0.0,0.0,0.0,0.0,0.0,0.0,41.0,20200102
ENERGY,NYMEX(STATS),CL,CRUDE OIL LIGHT SWEET FUTURES,F,789732.0,0.0,0.0,6279.0,796011.0,796011.0,2161393.0,20200102
ENERGY,NYMEX(STATS),NG,NATURAL GAS FUTURES,F,366033.0,0.0,0.0,641.0,366674.0,366674.0,1320737.0,20200102
ENERGY,NYMEX(STATS),HO,NY HEATING OIL FUTURES,F,156765.0,0.0,0.0,11313.0,168078.0,168078.0,442838.0,20200102
ENERGY,NYMEX(STATS),RB,RBOB FUTURES,F,155052.0,0.0,0.0,3427.0,158479.0,158479.0,388532.0,20200102
ENERGY,NYMEX(STATS),BZ,BRENT CRUDE OIL FUTURES,F,66287.0,0.0,0.0,3217.0,69504.0,69504.0,212880.0,20200102
ENERGY,NYMEX(STATS),LO,CRUDE OIL LIGHT SWEET PUT,O,38726.0,0.0,0.0,9960.0,48686.0,48686.0,809744.0,20200102
ENERGY,NYMEX(STATS),LN,NATURAL GAS LOOK-ALIKE CALL,O,33105.0,0.0,0.0,12480.0,45585.0,45585.0,1101585.0,20200102
ENERGY,NYMEX(STATS),LO,CRUDE OIL LIGHT SWEET CALL,O,32232.0,0.0,0.0,6800.0,39032.0,39032.0,947283.0,20200102
ENERGY,NYMEX(STATS),LN,NATURAL GAS LOOK-ALIKE PUT,O,13781.0,0.0,0.0,18345.0,32126.0,32126.0,709678.0,20200102
ENERGY,NYMEX(STATS),G4,NATURAL GAS CALENDAR SPREAD FINANCIALLY SETTLED  CONTRACT 1 MONTH CALL,O,0.0,0.0,0.0,14650.0,14650.0,14650.0,126025.0,20200102
ENERGY,NYMEX(STATS),QM,LIGHT SWEET CRUDE FOR E-MINY FUTURES,F,13745.0,0.0,0.0,0.0,13745.0,13745.0,4617.0,20200102
